,Unnamed: 0,brand,name,old_price,new_price,ml,concentration,department,family,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,main family,fam_values
534,534,PRADA,Amber Intense,324,321.95,100,EDP,Men,Spicy,Creamy Amber,Vanilla,4.4,noon,4.2,98.1K,Oriental,
535,535,CHOPARD,Wish,210,83.9,75,EDP,Women,Arabian,"Voluptuous Sensuality, Living Temple Incense, Amber, Vanilla Bean, Toffee, Tonka Bean","Floral Bouquet, Living Patchouli Flower, Magnolia, Jasmine, Living Osmanthus Flower",4.8,noon,4.2,98.1K,Woody,
536,536,AZZARO,Visit,310,110,100,EDT,Men,Woody,"Amber, musk","Labdanum, guaiac wood, incense, cedar",1,Star.perfume,3.9,537,Woody,
537,537,Rasasi,Blue Lady,59,27,40,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla, Amber And Musk","Peach, Plum, Narcissus And Jasmine",4.5,Kathya,3.8,116,Floral,
538,538,CHANEL,Bleu De Chanel,930,374,100,EDP,Men,Woody,"Incense, Amber, Cedar, Sandalwood, Patchouli, Labdanum, Amber wood","Ginger, Jasmine, Nutmeg, Melon",4.7,Perfume Ms,3.9,66,Woody,
539,539,MINI COLLECTION,2.2 s..y  No.1139 Eau De Par,16.9,16.9,25,EDP,Women,Jasmine,balsamic,bakhoor,5,warddah,3.7,56,Floral,
540,540,GUESS,Dare,92,79.9,100,EDT,Men,Spicy,"Musk, Patchouli And Cedar Wood","Flowers Herb Shepherd, Cashmere and Jasmine",4.3,Noor,3.6,27,Oriental,
541,541,Mancera,Musky Garden,396,297.65,120,EDP,Women,Floral,"White Musk, Blackberry, Raspberry and Amber","Iris, Bulgarian Rose, Indian Jasmine and Patchouli Leaf",5,Tiffany,4.3,22,Floral,
542,542,LACOSTE,Eau De Lacoste,420,139,90,EDP,Women,Floral,"Sandalwood, Vetiver, Vanilla and Peru Balsam","Pineapple Flower, Sambac Jasmine, Rose and Orange Flower",4.6,Beautiful Live,3.8,7,Floral,
543,543,Geoffrey Beene,Grey Flannel,105,82.9,120,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver and Cedar","mimosa, iris, violet, sage, rose, geranium and Narcissus",5,Beautiful Live,3.9,7,Woody,
544,544,BURBERRY,Burberry Body,499,148.3,85,EDP,Women,Fruity,"Sandalwood, Cashmerean, Musk, Amber And Vanilla",Roses And Iris,5,noon,4.2,98.1K,Floral,
545,545,JAGUAR,Classic,120,63.75,100,EDT,Men,Arabian,"Sandalwood, Benzoin And White Musk","Ginger, Orange Blossom And Lotus",4.4,noon,4.2,98.1K,Woody,
546,546,DAVIDOFF,Cool Water,150,71.75,75,EDT,Men,Aromatic,"Musk, Oakmoss, Cedar, Amber","Sandalwood, Geranium, Neroli, Jasmine",4.1,noon,4.2,98.1K,Woody,
547,547,GUESS,Marciano,111,83.3,100,EDP,Women,Citrus,"Vanilla, Musk And Woody Accords","Floral Rhythm Of Peony, Pink Honeysuckle And Intensively Clean And Sweet Jasmine",4.4,noon,4.2,98.1K,Fresh,
548,548,jennifer lopez,Still,330,108.3,100,EDP,Women,Floral,"Lily Of The Valley, Woody, Musky","Freesia, Rose, Jasmine, Orange Blossom",4,Star.perfume,3.9,537,Floral,
549,549,Armaf,Club De Nuit Intense,210,190,200,EDP,Men,Jasmine,"Vanilla, Ambergris, Musk, Patchouli","Rose, Jasmine, Birch",5,Attractive perfume,3.5,244,Floral,
550,550,Genie,1029 Collection,36,14.4,25,EDP,Women,Fruity,"Vegetal Amber, Musk And Mahogany","Magnolia, Lotus And Peony",4,moon perfume,3.7,199,Floral,
551,551,cacharel,Anais Anais Loriginal,157.1,157.1,50,EDT,Women,Fruity,"Vetiver, Moss, Sandalwood, Musk and Black Currant","Lily, Lily-Of-The-Valley, Rose, Jasmine and Ylang-Ylang",4.5,AMLAQ,3.9,135,Floral,
552,552,HOUBIGANT,Quelques Fleurs L'Original,599,285,100,EDP,Women,Floral,"Amber, Civet, Honey, Lichen, Musk, Sandalwood, Tonka Beans, Vanilla","Carnation, Heliotrope, Iris Root, Jasmine, Lilac, Lily Of The Valley, Orchid, Tuberose, Violet, Ylang-ylang",5,AMLAQ,3.9,135,Floral,
553,553,Dolce & Gabbana,The One Royal Night,630,290.75,100,EDP,Men,Woody,"Sandalwood, Cedar, Amber and Labdanum",Pear Wood and Nutmeg,5,AMLAQ,3.9,135,Woody,
554,554,Givenchy,Xeryus Rouge,259,199,100,EDT,Men,Woody,"Leather, amber, musk, oakmoss, balsam fir, vetiver, incense and cedar","Cyclamen, coriander, carnation, cypress, sandalwood, juniper berries, cinnamon, tarragon, petitgrain and geranium",4.4,Brides Palace,3.5,32,Woody,
555,555,Ajmal,Sacrifice,153,70,50,EDP,Women,Floral,"Woody, Oriental, Musky","Floral, Musky",4.6,Rayhanti,3.5,27,Floral,
556,556,Estee Lauder,Beautiful,570,181.2,75,EDP,Women,Floral,"Sandalwood, Vetiver and Amber","Orange Flower, Muguet, Jasmine and Ylang-Ylang",4.6,noon,4.2,98.1K,Floral,
557,557,Armaf,Club De Nuit Intense Man,162,124.3,105,EDT,Men,Citrus,"Amber, Agarwood, Vanilla And Patchouli","Caraway, Nutmeg, Violet And Pepper",5,noon,4.2,98.1K,Fresh,
558,558,Mancera,Roses Vanille,485,248.85,120,EDP,Women,Vanilla,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",5,noon,4.2,98.1K,Oriental,
559,559,DORALL COLLECTION,DC,29,9.3,100,EDT,Men,Floral,"Vetiver, Patchouli, Oakmoss, Musk, Sandalwood","Galbanum, Rosemary, Jasmine, Coumarin",4,B.A.G,3.7,14.1K,Floral,
560,560,COACH,New York,5.6,5.6,2,EDT,Men,Citrus,"Vetiver, Suede, Ambergris","Cardamom, Coriander, Geranium",4.7,Princess of beauty,3.8,467,Fresh,
561,561,GIORGIO ARMANI,Code,513,265,75,EDT,Men,Citrus,"Tobacco, Leather and Tonka Bean",Olive Flower Spiced With Star Anise,5,goldiaa,4.1,135,Fresh,
562,562,Van Cleef & Arpels,First,300,171.5,100,EDT,Women,Floral,"Honey, Sandalwood, Tonka, Bean, Amber, Musk, Civet, Vanilla, Oakmoss","Carnation, Tuberose, Orchid, Orris, Root, Jasmine, Hyacinth, Turkish, Rose, Ylang-Ylang, Lily-Of-The-Valley, Narcissus",5,AMLAQ,3.9,135,Floral,
563,563,LOEWE,Esencia,529,200,100,EDT,Men,Woody,"Cedar, Musk, Sandalwood","Cardamom, Pepper",4.5,Parfume-Stor,4.3,118,Woody,
564,564,Parfums De Marly,Delina Exclusive,1696,785,75,EDP,Women,Woody,"Woody, Amber, Vanilla","Turkish Rose, Incense, Burning Oud",4,Golden Perfumesعطر أصلي 100 %,3.6,111,Woody,
565,565,ESCADA,Especially Elixir,283,198.5,75,EDP,Women,Woody,"Dry Amber, Madagascar Vanilla, Patchouli, Cashmere and Dry Amber","Ylang Ylang, Turkish Rose and Plums",4.3,ثروة الجمال,3.8,78,Woody,
566,566,JAGUAR,Classic Blue,290,67,100,EDT,Men,Spicy,"Sandalwood, Benzoin, White Musk","Ginger, Orange Blossom, Lotus",4.7,Beauty Gallery,4.2,59,Oriental,
567,567,NICOLAI,Patchouli Intense,1714,653.65,100,EDP,Unisex,Floral,"Sandalwood, Amber, Vanilla","Ceylon Cinnamon, Rose, Patchouli",5,noon,4.2,98.4K,Floral,
568,568,COACH,Floral,357,173.6,90,EDP,Women,Floral,"Musk, Patchouli, Sandalwood, Vanilla and Woody Notes","Gardenia, Hedione, Jasmine Sambac and Tea Rose",4.6,noon,4.2,98.1K,Floral,
569,569,VERSACE,The Dreamer,499,135.7,100,EDT,Men,Arabian,"Cedar, Tonka Bean","Geranium, Rose, Tobacco",4,noon,4.2,98.1K,Woody,
570,570,Aramis,900 Herbal Spray,179,100,100,EDC,Men,Woody,"Sandalwood, Amber, Patchouli, Civet, Oakmoss Vetiver","Carnation, Orris Root, Jasmine, Lily-of-the-Valley, Rose Geranium",4,Star.perfume,3.9,537,Woody,
571,571,Fendi,L'Acquarossa,430,238.5,75,EDP,Women,Musk,Red Cedar White Musk And Patchouli,"Lantana Flower,  Rose Orange Blossom And Magnolia",5,top langri,3.7,347,Fresh,
572,572,Roberto Cavalli,Florence,405,139.5,50,EDP,Women,Floral,"Amber, Musk, Patchouli","Grapefruit Blossom, Hibiscus Seeds, Orange Blossom",4.4,AMLAQ,3.9,135,Floral,
573,573,Dolce & Gabbana,Light Blue,476,220.25,100,EDT,Women,Floral,"Musk Wood, Incense, Oakmoss",Jasmine And White Rose,4.5,AMLAQ,3.9,135,Floral,
574,574,Estee Lauder,Pleasures Intense,410,259.9,100,EDP,Women,Floral,"Maple,VanillaStyrax,Benzoin","Lily,Tiare Flower,Jasmine,Moroccan Rose",4.6,Y,3.5,75,Floral,
575,575,Ajmal,Wisal,58,58,50,EDP,Women,Floral,"Rose, Sensual Musk",Sandalwood,5,alkhalijiah  perfume,3.5,75,Floral,
576,576,Dior,Sauvage,770,337.9,100,EDP,Men,Arabian,"Ambroxan, Vanilla","Sichaun Pepper, Lavender, Star Anise, Nutmeg",4,ثروة الجمال,3.7,66,Woody,
577,577,S.T.Dupont,Passenger,294,99,100,EDT,Men,Spicy,"Paraguayan Lignum Vitae, Indonesian Patchouli, Laotian Benzoin And Copper Accords","Indian Ginger,  Guatemalan Cardamom, Mauritanian Red Pepper And Lavender",5,London store,3.7,23,Oriental,
578,578,BVLGARI,Goldea The Roman Night Absolute,536,261.5,75,EDP,Women,Floral,"Black Musk, Moss, Patchouli","Jasmin Sambac, Madagascar Vanilla",4,noon,4.2,98.1K,Floral,
579,579,HUGO BOSS,Hugo,395,99,125,EDT,Men,Fresh,"Patchouli, Fir and Cedar","Carnation, Sage, Geranium and Jasmine",4.5,Cute Shop,4.2,98,Fresh,
580,580,BVLGARI,Petits Et Mamans,254,193.95,100,EDT,Women,Floral,"Iris, Vanilla, White Peach, Powdery Notes","Sunflower, Chamomile, Rose",4.8,noon,4.2,98.1K,Floral,
581,581,DORALL COLLECTION,Eternally Hot,29,8,100,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",4.5,B.A.G,3.7,14.1K,Woody,
582,582,Dunhill,Desire,111,54.95,30,EDT,Men,Fresh,"Vanilla, Musk And Labdanum","Rose, Teakwood And Patchouli",4.8,Star.perfume,3.9,537,Fresh,
583,583,marbert man,Marbert Man,134,68.8,125,EDT,Men,Woody,"Musk, Sandalwood, Cedar, Oakmoss","Carnation, Cinnamon, White Honey",3.3,VIP.PARFUME,3.6,113,Woody,
584,584,AVON,Always,84,84,50,EDP,Women,Floral,Cashmere Woods,Orange Blossoms,5,neo lek,3.5,88,Floral,
585,585,Aramis,Brown,161,94.15,110,EDT,Men,Woody,"Leather, Oakmoss, Amber","Pelargonium, Patchouli, Vetiver and Sandalwood",5,VIP.PARFUME,3.8,76,Woody,
586,586,GUESS,By Marciano,128,109.95,100,EDP,Women,Floral,"Musk, Vanilla and Woody Notes","Peony, Jasmine and Honeysuckle",5,Parvant Store,3.8,76,Floral,
587,587,LALIQUE,Encre Noire,485,134.95,100,EDT,Men,Woody,Cashmere Wood And Musk,Haiti Vetiver And Bourbon Vetiver,4.5,Abu Al Tayyeb Perfumes,4.2,59,Woody,
588,588,GIORGIO ARMANI,Si Passione,630,246.5,100,EDP,Women,Floral,"Cedar, Vanilla, Amberwood and Patchouli","Heliotrope, Pine Apple, Jasmine and Rose",4.8,Parfume-Stor,3.9,33,Floral,
589,589,CARTIER,Declaration Essence,478,173.6,100,EDT,Men,Citrus,"Vetiver, Sandalwood, Musk, Amber","Geranium, Lemon, Sicilian Lemon",4.5,noon,4.2,98.1K,Fresh,
590,590,Sedr Al-Khaleej Perfumes,For Ever,34.85,34.85,100,EDP,Men,Fresh,"Woody, Musk, Amber","Praline, Cardamom, Cinnamon",4,noon,4.2,98.1K,Fresh,
591,591,Givenchy,Organza,550,251.65,100,EDP,Women,Arabian,"Guaiac Wood, Woodsy Notes, Virginia Cedar, Amber, Vanilla","Peony, Walnut, Iris, Jasmine, Tuberose, Honeysuckle",4.8,noon100% Genuine Product,4.2,98.1K,Woody,
592,592,Roberto Cavalli,Uomo,452,126,100,EDT,Men,Floral,"Cedar, Tonka Bean, Patchouli","Honey, Lavender",4.6,noon,4.2,98.1K,Floral,
593,593,DKNY,Be Delicious Red,375,314.9,100,EDP,Women,Floral,"Leather, Vanilla Pod, Amber","Patchouli, Apple, Rose",4.6,the beauty,4.1,538,Floral,
594,594,MONTBLANC,Mont Blanc Legend,220,140,100,EDT,Men,Floral,"Vanilla, Amber","Jasmine, Geranium, Neroli and Ylang-Ylan",4.8,Al-Najm,3.7,347,Floral,
595,595,ANGEL SCHLESSER,Schlesser Essential,320,165.4,100,EDT,Men,Fruity,"Leather, Tonka Bean, Musk And Cedar","Cinnamon, Coffee And Violet Leaf",4.3,top langri,3.7,347,Floral,
596,596,Dunhill,Desire Extreme,230,114.75,100,EDT,Men,Spicy,"Amber, Musk",Evergreen Cypress,4.9,AMLAQ,3.9,135,Oriental,
597,597,GUCCI,Flora,275,179.8,50,EDT,Women,Citrus,Patchouli,"Gardenia, Plumeria",4.5,AMLAQ,3.9,135,Fresh,
598,598,HUGO BOSS,Just Different,352,144.25,125,EDT,Men,Spicy,Cashmeran and Fir,Freesia and Basil,5,Perfume Ports,3.6,113,Oriental,
599,599,Ajmal,Alf Laila O Laila,222,153.3,60,EDP,Unisex,Woody,Musky Woody,Floral Spicy,5,noon,4.2,98.1K,Woody,
600,600,PRADA,Amber,399,252.05,100,EDT,Men,Arabian,"Neroli, Orange Blossom, Earthy Vetiver, Saffron","Patchouli, Tonka Bean, Lovely Vanilla",5,noon,4.2,98.1K,Woody,
601,601,COACH,Floral,337,165.75,90,EDP,Women,Floral,"Patchouli, Woody Notes And Musk","Tea Rose, Jasmine Sambac And Gardenia",5,noon,4.2,98.1K,Floral,
602,602,Roberto Cavalli,Uomo,452,134.95,100,EDT,Men,Floral,"Cedar, Patchouli, Tonka Bean","Honey, Lavender",4.6,noon100 %  genuine product,3.6,98.1K,Floral,
603,603,DIESEL,Plus Plus Feminine,99,41,75,EDT,Women,Oriental,"Musk, Sandalwood, Virginia Cedar, Amber, Nutmeg, Vanille And Orris Root","Jasmine, Coconut, Magnolia, Orchid, Lily, Cherry, Big Strawberry, Red Apple And Milk",4.4,KAYA,4.3,4K,Oriental,
604,604,DORALL COLLECTION,Classic Black,9,8.8,100,EDT,Men,Fresh,"Chocolate,cashmere Wood, Patchouli, Tonka Bean","Basil, Verbena , Lavender",4,the beauty,3.6,538,Fresh,
605,605,Calvin Klein,Beauty,380,115,100,EDP,Women,Floral,"Vanilla, Musk, Sandalwood, Guaiac Wood And Amber","Cardamom, Pepper And Flowers",5,Star.perfume,3.9,537,Floral,
606,606,MONTBLANC,Emblem ED,22.4,22.4,5,EDT,Men,Spicy,"Woodsy, Tonka Bean","Violet Leaf, Cinnamon",4.8,Star.perfume,3.9,537,Oriental,
607,607,CAROLINA HERRERA,212 Sexy,420,151,100,EDP,Women,Floral,"Cotton Candy,Musk,Sandalwood,Vanilla","Gardenia,Geranium",4.7,Al-Najm,3.7,347,Floral,
608,608,BURBERRY,Brit Rhythm,360,119.95,90,EDT,Men,Woody,Cedarwood and Tonka Bean,"Black Leather, Patchouli and Styrax",4,hadayiq baris,3.8,122,Woody,
609,609,LANVIN,Oxygene,206,116,75,EDP,Women,Floral,White Musk And Sandalwood,"Rose, Milk, Gardenia",4.3,Dior Fragrances,3.9,69,Floral,
610,610,HUGO BOSS,Boss,375,105,100,EDT,Men,Woody,"Sandalwood, Vetiver, Cedarwood And Vanilla","Geranium, Cinnamon And Cloves",4.7,Acacia Rose,4.4,77,Woody,
611,611,Sedr Al-Khaleej Perfumes,Love Touch Body Sp,12.9,12.9,125,EDT,Women,Floral,"Leather,Musk","Tiare Flower,Rose",5,noon,4.2,98.1K,Floral,
612,612,S.T.Dupont,Essence Pure,202,86.2,100,EDT,Men,Citrus,"cypress, amber, musk and cedar","iris, lavender and bamboo",5,Perfume Ports,3.9,537,Fresh,
613,613,Genie,London Burberry,18,16,25,EDP,Women,Floral,Wood And Musk,"Jasmine, Tiare Flower And Soft Peony",4.9,Parisian Store,3.9,425,Floral,
614,614,CAROLINA HERRERA,212 Vip,363,160,100,EDT,Men,Vanilla,"King Wood, Salty Amber And Tonka Beans","Chilled Vodka, Hot Ginger And Slice Of Apple",5,Al-Najm,3.7,347,Oriental,
615,615,HUGO BOSS,Bottled Night,375,170.45,100,EDT,Men,Woody,"Louro Amarelo Wood, Sandalwood And Musky Notes","Cardamom, African Violet And Jasmine",4.5,top langri,3.7,347,Woody,
616,616,Emper,Tool Box,88,54.95,100,EDT,Men,Oriental,"Geranium, Amber, White Musks","Patchouli, Vetiver, Lavender",5,Golen Dream,3.8,88,Oriental,
617,617,Shiseido,Zen,597,260,100,EDP,Women,Floral,"Patchouli, Cedarwood, Skin Musk, White Musk, Marine, Amber And Incense","Freesia, Gardenia, Red Apple, Violet, Lily Of The Valley, Hyacinth, Chinese Rose And Lotus Flower",5,Faces,3.9,61,Floral,
618,618,Juicy Couture,Viva La Juicy,355,144,100,EDP,Women,Floral,"Amber, Caramel, Praline, Sandalwood and Vanilla","Honeysuckle, Gardenia and Jasmine",4.7,aRt Ti Ci,3.9,41,Floral,
619,619,CAROLINA HERRERA,212 S**Y,420,183.25,100,EDP,Women,Floral,"Bergamot, Gardenia, Pelargonium, Cotton Candy, Flowers","Pelargonium, Cotton Candy, Flowers",5,noon,4.2,98.1K,Floral,
620,620,Sedr Al-Khaleej Perfumes,Eghra Perfume,42.8,42.8,9,Oil,Women,Jasmine,"Jasmine, Amber, Balsamic","Fruity, Incense, Woody",4,noon,4.2,98.1K,Floral,
621,621,COACH,Floral,357,173.6,90,EDP,Women,Floral,"Musk, Patchouli, Sandalwood, Vanilla and Woody Notes","Gardenia, Hedione, Jasmine Sambac and Tea Rose",4.6,noon,4.2,98.1K,Floral,
622,622,MONTBLANC,Lady Emblem,410,155,75,EDP,Women,Floral,Musk And Raspberry,"Sandalwood, Patchouli And Rosewood",5,noon,4.2,98.1K,Floral,
623,623,jennifer lopez,Still,330,107.8,100,EDP,Women,Floral,"Amber, Orris, Sandalwood","Honeysuckle, Orange Tree Blossom, Pink Freesia",4.8,noon,4.2,98.1K,Floral,
624,624,TOM FORD,Black Orchid,495,211,50,EDP,Women,Spicy,"Incense,Lotus,Patchouli,Sandalwood,Vanilla,Vetiver","Black Orchid,Fruity Notes,Tuberose",5,Number One,3.7,347,Oriental,
625,625,Dolce & Gabbana,Pour Femme,356,165,100,EDP,Women,Floral,"Marshmallow, Sandalwood, Vanilla",Jasmine And Orange Blossom,5,hadayiq baris,3.8,122,Floral,
626,626,NARCISO RODRIGUEZ,Pure Musc,494,307.25,100,EDP,Women,Floral,Cashmeran,Flower,5,Grass gulf,4.2,20,Floral,
627,627,HUGO BOSS,Boss Bottled Man Of Today,487,177,100,EDT,Men,Woody,"Vanilla, Sandalwood, Vetiver, Cedarwood, Olivewood, Amber-like-notes, Musk-like-notes","Geranium, Cinnamon, Cloves",4.1,Acacia Rose,4.4,5,Woody,
628,628,GUCCI,Flora,505,196.2,75,EDT,Women,Citrus,Patchouli And Sandalwood,Rose And Osmanthus,5,noon,4.2,98.1K,Fresh,
629,629,Dolce & Gabbana,The One,350,189.6,100,EDT,Men,Spicy,"Amber, Cedar, Toacco","Ginger, Orange Blossom, Cardamom",4.3,noon,4.2,98.1K,Oriental,
630,630,Calvin Klein,Beauty,145,110,100,EDP,Women,Floral,Virginia Cedar,Jasmine,5,Star.perfume,4.2,537,Floral,
631,631,CAROLINA HERRERA,Good Girl,480,242.5,50,EDP,Women,Arabian,"Tonka Bean, Cacao, Vanilla, Praline, Sandalwood, Amber, Cashmere Wood, Musk, Patchouli, Cinnamon, Cedar","Tuberose, Jasmine Sambac, Orris, Orange Blossom, Bulgarian Rose",4.6,Star.perfume,3.9,537,Woody,
632,632,VERSACE,Versace Pour Homme,405,163.55,100,EDT,Men,Fresh,"Amber, Tonka Beans And Musk","Geranium, Clary Sage And Blue Hyacinth",4.7,King-Perfume,3.6,450,Fresh,
633,633,CHANEL,Chance Eau Tendre,1220,288.15,100,EDT,Women,Floral,"Amber, Cedar, Musk","Hyacinth, Iris, Jasmine",3.5,hadayiq baris,3.8,122,Floral,
634,634,Ajmal,Wisal,79,60,50,EDP,Unisex,Floral,"Floral, Musky","Spicy, Floral",5,alkhalijiah  perfume,3.5,88,Floral,
635,635,CAROLINA HERRERA,212 Wild Party,232.95,232.95,80,EDP,Women,Floral,"Musk, Woody Accord","Orange Blossom, Sun Rose, Orchid",4.5,Number One,3.8,66,Floral,
636,636,Estee Lauder,Modern Muse Chic,472,275,100,EDP,Women,Woody,"Cashmere Wood, Agarwood (Oud), Labdanum, Patchouli, Ebony Tree, Musk, Madagascar Vanilla and Suede","Jasmine Sambac, Tuberose and Lily",4.5,Faces,3.9,61,Woody,
637,637,HUGO BOSS,Boss Orange,339,112.7,75,EDT,Women,Woody,"Sandalwood, Olive Tree and Vanilla","White Flowers, African Orange Flower",5,noon,4.2,98.1K,Woody,
638,638,Dolce & Gabbana,K,338,269,100,EDT,Men,Woody,"Blood Orange, Pressed Sicilian Lemon And Juniper Berries","Pimento, Clary Sage, Geranium And Lavandin",4.1,Grass gulf,3.7,98,Woody,
639,639,Mancera,Roses Vanille,390,229,120,EDP,Women,Oriental,"Sugar, Vanilla, Cedar, White Musk","Rose, Sugar",4,noon,4.2,98.1K,Oriental,
640,640,DORALL COLLECTION,Lady Dorall,14.75,14.75,100,EDT,Women,Spicy,"Apricot, amber, lemon tree","Lily, jasmine, rose",4,Princess of beauty,3.8,467,Oriental,
641,641,Aramis,Brown,161,104,110,EDT,Men,Floral,"Leather, Oakmoss, Amber","Pelargonium, Patchouli, Vetiver, Sandalwood",4,top langri,3.7,347,Floral,
642,642,Mancera,Red,711,365,120,EDP,Unisex,Woody And Spicy,"Tobacco, Amber, Guaiac Wood, Sandalwood, Haitian Vetiver, Madagascar Vanilla And White Musk",Patchouli And Jasmine,4.9,top langri,3.7,347,Oriental,
643,643,GIORGIO ARMANI,Acqua Di Gio,480,195.6,100,EDT,Men,Citrus,Musk And Sandalwood,"Hyacinth, Jasmine, Rose And Lily",4.2,hadayiq baris,3.8,122,Fresh,
644,644,MOSCHINO,Cheap And Chic,203,184.7,100,EDT,Women,Floral,"Tonka Bean, Orchid, Sandalwood Vetiver And Iris Ambergris","Cyclamen, Rose Water, Lily Peony And Violet Jasmine",5,Parvant Store,3.8,76,Floral,
645,645,CARTIER,Declaration,460,101.6,100,EDT,Men,Spicy,"Leather, Amber, Tea, Tahitian Vetiver, Oak Moss And Cedar","Iris, Ginger, Cinnamon, Pepper, Juniper, Orris Root, Jasmine And Guatemalan Cardamom",4.5,Number One,3.5,98,Oriental,
646,646,BURBERRY,My Burberry,700,197.95,90,EDP,Women,Floral and Oriental,Damascus And Centifolia Rose,"Geranium, Freesia Flowers And Golden Quince",4.7,Grass gulf,3.7,135,Floral,
647,647,joop,Homme,223,55,125,EDT,Men,Citrus,"Vanilla, tonka bean, patchouli, sandalwood","Jasmine, lily of the valley, heliotrope, cinnamon",4.4,hadayiq baris,3.8,122,Fresh,
648,648,Jacques Bogart,One Man Show,40.55,40.55,100,EDT,Men,Woody,"Sandalwood, Tonka Bean, Amber, Coconut, Vanilla, Oak Moss, Cedar And Styrax","Labdanum, Nutmeg, Spices, Carnation, Patchouli, Jasmine, Vetiver, Rose, Pine Tree Needles And Geranium",4.5,Golden Perfumesعطر أصلي 100 %,3.6,111,Woody,
649,649,Emper,Lady Presidente,118,60.15,80,EDP,Women,Fruity,"Coconut, Musk, Sandalwood","Lotus, Water Lily, Raspberry, Star Apple",5,Golen Dream,3.5,88,Floral,
650,650,NINA RICCI,Mademoiselle Ricci,295,166.2,80,EDP,Women,Spicy,"Violetwhite Wood, Musk, Amber, Cedar, Violet","Nerium Oleander, Rose Hip, Laurels",4,neo lek,3.5,88,Oriental,
651,651,CAROLINA HERRERA,212 VIP Rose,445,135,80,EDP,Women,Floral,"Woody Notes, White Musk, Amber",Peach Blossom,5,عالم المشاهير,3.8,66,Floral,
652,652,CARON,Pour Un Homme De Caron,404,176,200,EDT,Men,Vanilla,Musk,Vanilla,3,Diorworld,3.5,63,Oriental,
653,653,CHOPARD,1000 Miglia,275,153.3,80,EDT,Men,Woody,"Amber, Woody Notes And Coffee","Violet, Green Grass, Asphalt And Leather",1,noon,4.2,98.1K,Woody,
654,654,Rasasi,Oud Al-Mubakhar,40,30.85,100,EDP,Men,Arabian,"Sandalwood, Tonka Bean, Musk, Patchouli","Turkish Rose, Violet, Geranium",4,noon,4.2,98.1K,Woody,
655,655,GUCCI,Rush,489,219.85,75,EDT,Women,Floral,"Vetiver, Patchouli and Vanilla","Jasmine, Damask Rose and Coriander",5,noon,4.2,98.1K,Floral,
656,656,Rasasi,Shuhrah,144,69.7,90,EDP,Women,Floral,"Oud, Patchouli, Grey Amber, Musk","Iris, Jasmine, Lily of the Valley",5,noon,4.2,98.1K,Floral,
657,657,BURBERRY,Touch,314,154.95,100,EDP,Women,Floral,"Almonds,Cedar,Oakmoss,Tonka Beans,Vanilla","Jasmine,Lily,Lily Of The Valley,Peach,Peony,Raspberry,Tuberose",4,noon100  % original genuine product,4.2,98.1K,Floral,
658,658,Marbert,Man Pure,114,54.7,125,EDT,Men,Citrus,"Oak Moss, Cedar, Sandalwood, Amber And Musk","Geranium, Jasmine, Lily Of The Valley, Majorjam, Coriander And Nutmeg",4.9,Rayhanti,3.5,88,Fresh,
659,659,J.CASANOVA,Plaisir,145,75,100,EDP,Women,Fresh,"Sandalwood, Musk, Vanilla Orchid And Cedar","Clove, Damascus Plum, Pear And Ylang -ylang",4.5,Tiffany,3.8,75,Fresh,
660,660,Lattafa,24 Carat Pure Gold,123,46.5,100,EDP,Unisex,Spicy,"Incense, Amber, Leather, Musk And Vanilla",Rose And Sandalwood,3.5,noon,4.2,98.1K,Oriental,
661,661,VERSACE,Eau Fraiche,363,178.1,100,EDT,Men,Woody,"Amber, Musk, Platanus, Saffron, Woody Notes","Cedar, Pepper, Sage",4.4,noon,4.2,98.1K,Woody,
662,662,S.T.Dupont,Essence Pure,215,74.35,100,EDT,Men,Woody,"Cypress, Amber, Musk And Cedar","Iris, Lavender And Bamboo",4.6,noon,4.2,98.1K,Woody,
663,663,Mont Blanc,Legend,220,141.95,100,EDT,Men,Spicy,"Sandalwood, Tonka, And Evernyl","Dried Fruit, Oakmoss Fused With Geranium, Rose And Apple",5,noon,4.2,98.1K,Oriental,
664,664,Calvin Klein,CK One,448,107,200,EDT,Men,Citrus,"Sandalwood, Amber, Musk, Cedar, and Oak moss","Nutmeg, Violet, Orris Root, Jasmine, and Lily-Of-The-Valley Rose",4.5,AMLAQ,3.9,135,Fresh,
665,665,LA PERLA,Divina,107,62,50,EDT,Women,Fruity,"Musk, Amber, Vanilla and Woody notes","Jasmine, African orange and Pink",4.5,GOLDEN,3.5,63,Floral,
666,666,CARTIER,Santos D Concentree,240.5,240.5,100,EDT,Men,Spicy,"Sandalwood, Amber, Coconut, Patchouli, Vanilla and Cedar","Pepper, Nutmeg, Vetiver, Geranium, Rosemary, Cloves and Clary Sage",4.5,alryhanaksa,3.6,33,Oriental,
667,667,DORALL COLLECTION,Green Secret,27,9.5,100,EDT,Men,Fruity,"Moss, Sandalwood, Coumarin","Ylang, Geranium, Jasmine",2,B.A.G,3.7,14.1K,Floral,
